code,name,market,unknown1,unknown2,unknown3,price,bonus1,bonus2
300159,新研股份,0,100,864,2,5.600,6873,6802
300160,秀强股份,0,100,124,2,3.570,6874,6858
300161,华中数控,0,100,81,2,9.610,6831,6831
300162,雷曼股份,0,100,357,2,5.530,6870,6816
300163,先锋新材,0,100,510,2,2.940,6816,6816
300164,通源石油,0,100,769,2,7.990,6838,6746
300165,天瑞仪器,0,100,202,2,3.800,6838,6815
300166,东方国信,0,100,641,2,10.420,6856,6828
300167,迪威迅,0,100,532,2,4.960,6874,6807
300168,万达信息,0,100,3148,2,10.420,6869,6815
300169,天晟新材,0,100,139,2,4.010,6803,6460
300170,汉得信息,0,100,1339,2,11.350,6873,6820
300171,东富龙,0,100,56,2,5.570,6873,6815
300172,中电环保,0,100,91,2,5.650,6870,6744
300173,智慧松德,0,100,941,2,4.050,6872,6816
300174,元力股份,0,100,34,2,12.900,6821,6814
300175,朗源股份,0,100,86,2,3.430,6874,6752
300176,鸿特科技,0,100,83,2,33.670,6842,6835
300177,中海达,0,100,395,2,10.580,6872,6797
300178,腾邦国际,0,100,179,2,9.700,6863,6863
300179,四方达,0,100,89,2,3.860,6874,6772
300180,华峰超纤,0,100,156,2,10.030,6814,6814
300181,佐力药业,0,100,208,2,3.760,6872,6787
300182,捷成股份,0,100,837,2,4.780,6864,6821
300183,东软载波,0,100,141,2,10.380,6874,6725
300184,力源信息,0,100,158,2,7.680,6873,6802
300185,通裕重工,0,100,648,2,1.590,6800,6800
300187,永清环保,0,100,476,2,5.140,6874,6816
300188,美亚柏科,0,100,576,2,13.170,6873,6815
300189,神农基因,0,100,362,2,2.540,6874,6815
300190,维尔利,0,100,84,2,4.840,6874,6856
300191,潜能恒信,0,100,90,2,15.960,6873,6816
300192,科斯伍德,0,100,109,2,8.680,6816,6816
300193,佳士科技,0,100,129,2,6.840,6811,6811
300194,福安药业,0,100,165,2,3.290,6874,6811
300195,长荣股份,0,100,131,2,7.870,6873,6836
300196,长海股份,0,100,293,2,7.550,6874,6814
300197,铁汉生态,0,100,925,2,5.370,6856,6856
300198,纳川股份,0,100,1375,2,2.860,6873,6816
300199,翰宇药业,0,100,382,2,10.140,6872,6838
300200,高盟新材,0,100,46,2,6.750,6873,6815
300201,海伦哲,0,100,141,2,4.000,6823,6823
300202,聚龙股份,0,100,439,2,6.580,6821,6816
300203,聚光科技,0,100,229,2,21.610,6821,6765
300204,舒泰神,0,100,26,2,10.350,6814,6814
300205,天喻信息,0,100,189,2,7.510,6873,6808
300206,理邦仪器,0,100,80,2,5.640,6873,6816
300207,欣旺达,0,100,461,2,8.250,6871,6816
300208,恒顺众昇,0,100,137,2,5.700,6816,6816
300209,天泽信息,0,100,120,2,11.590,6874,6788
300210,森远股份,0,100,70,2,3.470,6859,6859
300211,亿通科技,0,100,75,2,4.460,6872,6800
300212,易华录,0,100,263,2,21.010,6873,6844
300213,佳讯飞鸿,0,100,170,2,5.110,6803,6787
300214,日科化学,0,100,158,2,4.670,6874,6814
300215,电科院,0,100,103,2,5.190,6872,6796
300216,千山药机,0,100,2468,2,4.910,6816,6816
300217,东方电热,0,100,304,2,2.300,6873,6814
300218,安利股份,0,100,54,2,5.740,6874,6366
300219,鸿利智汇,0,100,117,2,7.660,6871,6808
300220,金运激光,0,100,48,2,9.750,6864,6583
300221,银禧科技,0,100,776,2,5.690,6816,6816
300222,科大智能,0,100,81,2,14.170,6856,6856
300223,北京君正,0,100,136,2,17.520,6874,6797
300224,正海磁材,0,100,321,2,6.020,6870,6800
300225,金力泰,0,100,912,2,4.720,6816,6816
300226,上海钢联,0,100,129,2,46.420,6874,6797
300227,光韵达,0,100,204,2,9.850,6814,6715
300228,富瑞特装,0,100,360,2,4.310,6869,6825
300229,拓尔思,0,100,264,2,7.930,6874,6816
300230,永利股份,0,100,762,2,5.400,6872,6751
300231,银信科技,0,100,211,2,6.490,6801,6737
300232,洲明科技,0,100,263,2,8.820,6869,6810
300233,金城医药,0,100,36,2,13.400,6802,6802
300234,开尔新材,0,100,91,2,5.940,6874,6811
300235,方直科技,0,100,114,2,8.330,6864,6814
300236,上海新阳,0,100,170,2,17.570,6797,6797
300237,美晨生态,0,100,492,2,5.530,6823,6807
300238,冠昊生物,0,100,188,2,9.260,6867,6815
300239,东宝生物,0,100,68,2,3.710,6859,6787
300240,飞力达,0,100,730,2,7.430,6870,6786
300241,瑞丰光电,0,100,460,2,4.850,6810,6810
300242,佳云科技,0,100,449,2,3.680,6874,6874
300243,瑞丰高材,0,100,105,2,7.540,6873,6810
300244,迪安诊断,0,100,123,2,16.270,6873,6816
300245,天玑科技,0,100,73,2,8.610,6874,6786
300246,宝莱特,0,100,61,2,11.100,6816,6762
300247,乐金健康,0,100,230,2,3.580,6874,6870
300248,新开普,0,100,106,2,4.840,6874,6855
300249,依米康,0,100,192,2,5.940,6870,6842
300250,初灵信息,0,100,93,2,10.630,6865,6801
300251,光线传媒,0,100,908,2,7.030,6873,6816
300252,金信诺,0,100,213,2,8.220,6857,6800
300253,卫宁健康,0,100,1913,2,13.630,6821,6821
300254,仟源医药,0,100,59,2,6.400,6874,6817
300255,常山药业,0,100,220,2,4.180,6807,6807
300256,星星科技,0,100,449,2,3.010,6814,6782
300257,开山股份,0,100,257,2,9.050,6873,6803
300258,精锻科技,0,100,74,2,11.530,6870,6807
300259,新天科技,0,100,426,2,2.500,6874,6814
300260,新莱应材,0,100,92,2,9.250,6874,6814
300261,雅本化学,0,100,134,2,4.830,6874,6816
300262,巴安水务,0,100,215,2,4.190,6862,6862
300263,隆华科技,0,100,271,2,4.190,6872,6872
300264,佳创视讯,0,100,93,2,4.230,6874,6802
300265,通光线缆,0,100,321,2,6.540,6804,6804
300266,兴源环境,0,100,3116,2,3.790,6874,6761
300267,尔康制药,0,100,428,2,4.110,6816,6816
300268,佳沃股份,0,100,94,2,9.050,6874,6810
300269,联建光电,0,100,331,2,5.850,6874,6874
300270,中威电子,0,100,590,2,6.300,6874,6815
300271,华宇软件,0,100,691,2,12.780,6869,6869
300272,开能健康,0,100,123,2,6.040,6807,6807
300273,和佳股份,0,100,391,2,4.970,6816,6816
300274,阳光电源,0,100,1030,2,5.680,6874,6744
300275,梅安森,0,100,65,2,7.230,6869,6816
300276,三丰智能,0,100,137,2,10.400,6872,6814
300277,海联讯,0,100,77,2,5.670,6873,6709
300278,华昌达,0,100,581,2,6.860,6874,6814
300279,和晶科技,0,100,272,2,4.500,6874,6815
300280,紫天科技,0,100,34,2,32.500,6873,6816
300281,金明精机,0,100,563,2,5.000,6838,6838
300282,三盛教育,0,100,264,2,9.650,6838,6816
300283,温州宏丰,0,100,80,2,4.020,6789,6789
300284,苏交科,0,100,335,2,8.530,6843,6843
300285,国瓷材料,0,100,182,2,16.680,6865,6813
300286,安科瑞,0,100,47,2,7.500,6866,6866
300287,飞利信,0,100,1404,2,4.230,6873,6760
300288,朗玛信息,0,100,152,2,12.290,6873,6684
300289,利德曼,0,100,107,2,5.720,6814,6814
300290,荣科科技,0,100,238,2,5.230,6873,6816
300291,华录百纳,0,100,234,2,4.830,6869,6816
300292,吴通控股,0,100,555,2,3.040,6816,6808
300293,蓝英装备,0,100,107,2,6.970,6815,6815
300294,博雅生物,0,100,55,2,27.510,6872,6803
300295,三六五网,0,100,174,2,11.420,6811,6811
300296,利亚德,0,100,2948,2,8.150,6842,6842
300297,蓝盾股份,0,100,815,2,5.070,6816,6816
300298,三诺生物,0,100,232,2,10.430,6800,6800
300299,富春股份,0,100,241,2,3.530,6874,6873
300300,汉鼎宇佑,0,100,95,2,10.740,6872,6797
300301,长方集团,0,100,486,2,3.500,6866,6816
300302,同有科技,0,100,180,2,7.170,6866,6816
300303,聚飞光电,0,100,302,2,2.380,6874,6864
300304,云意电气,0,100,226,2,3.360,6874,6838
300305,裕兴股份,0,100,129,2,6.340,6874,6807
300306,远方信息,0,100,94,2,6.090,6864,6816
300307,慈星股份,0,100,111,2,4.610,6814,6719
300308,中际旭创,0,100,216,2,40.400,6842,6842
300309,吉艾科技,0,100,249,2,8.450,6873,6859
300310,宜通世纪,0,100,1267,2,3.860,6873,6766
300311,任子行,0,100,358,2,5.820,6870,6837
300312,邦讯技术,0,100,814,2,7.800,6801,6801
300313,天山生物,0,100,49,2,8.060,6872,6811
300314,戴维医疗,0,100,47,2,7.440,6873,6810
300315,掌趣科技,0,100,1046,2,3.810,6815,6815
300316,晶盛机电,0,100,763,2,9.030,6874,6808
300317,珈伟股份,0,100,596,2,5.020,6873,6837
300318,博晖创新,0,100,94,2,3.850,6870,6800
300319,麦捷科技,0,100,559,2,4.460,6814,6806
300320,海达股份,0,100,125,2,4.330,6811,6811
300321,同大股份,0,100,32,2,12.360,6873,6757
300322,硕贝德,0,100,192,2,8.400,6807,6797
300323,华灿光电,0,100,340,2,8.970,6859,6857
300324,旋极信息,0,100,749,2,9.490,6816,6816
300325,德威新材,0,100,349,2,2.720,6873,6814
300326,凯利泰,0,100,109,2,8.400,6816,6816
300327,中颖电子,0,100,110,2,18.200,6870,6830
300328,宜安科技,0,100,132,2,5.810,6874,6696
300329,海伦钢琴,0,100,91,2,7.450,6842,6842
300330,华虹计通,0,100,75,2,6.820,6829,6810
300331,苏大维格,0,100,58,2,9.990,6873,6814
300332,天壕环境,0,100,173,2,3.550,6874,6817
300333,兆日科技,0,100,364,2,6.870,6873,6810
300334,津膜科技,0,100,104,2,6.350,6872,6816
300335,迪森股份,0,100,368,2,6.200,6801,6801
300336,新文化,0,100,454,2,4.100,6829,6816
300337,银邦股份,0,100,761,2,3.500,6814,6814
300338,开元股份,0,100,88,2,7.460,6874,6813
300339,润和软件,0,100,526,2,9.850,6873,6838
300340,科恒股份,0,100,509,2,12.760,6874,6765
300341,麦迪电气,0,100,108,2,4.600,6815,6815
300342,天银机电,0,100,95,2,11.730,6873,6811
300343,联创互联,0,100,133,2,6.840,6874,6829
300344,太空智造,0,100,183,2,6.170,6815,6815
300345,红宇新材,0,100,894,2,3.740,6816,6816
300346,南大光电,0,100,71,2,9.410,6870,6810
300347,泰格医药,0,100,258,2,42.720,6874,6814
300348,长亮科技,0,100,252,2,19.770,6874,6811
300349,金卡智能,0,100,150,2,15.280,6836,6836
300350,华鹏飞,0,100,509,2,5.430,6874,6835
300351,永贵电器,0,100,102,2,7.900,6873,6745
300352,北信源,0,100,856,2,3.150,6859,6859
300353,东土科技,0,100,411,2,8.030,6811,6751
300354,东华测试,0,100,43,2,8.160,6815,6815
300355,蒙草生态,0,100,965,2,3.860,6865,6814
300356,光一科技,0,100,194,2,4.410,6874,6814
300357,我武生物,0,100,176,2,33.460,6872,6801
300358,楚天科技,0,100,141,2,7.650,6873,6809
300359,全通教育,0,100,345,2,5.940,6874,6844
300360,炬华科技,0,100,40,2,6.410,6815,6815
300362,天翔环境,0,100,136,2,9.660,6816,6816
300363,博腾股份,0,100,74,2,7.590,6874,6871
300364,中文在线,0,100,410,2,4.980,6843,6843
300365,恒华科技,0,100,117,2,22.250,6873,6790
300366,创意信息,0,100,248,2,6.380,6814,6814
300367,东方网力,0,100,263,2,8.550,6821,6816
300368,汇金股份,0,100,144,2,5.570,6872,6808
300369,绿盟科技,0,100,150,2,8.140,6873,6811
300370,安控科技,0,100,365,2,2.410,6874,6816
300371,汇中股份,0,100,35,2,12.280,6873,6788
300373,扬杰科技,0,100,504,2,16.810,6855,6837
300374,恒通科技,0,100,79,2,7.560,6873,6809
300375,鹏翎股份,0,100,104,2,5.380,6867,6797
300376,易事特,0,100,281,2,4.350,6874,6838
300377,赢时胜,0,100,587,2,12.220,6859,6859
300378,鼎捷软件,0,100,185,2,9.540,6874,6873
300379,东方通,0,100,90,2,13.720,6786,6786
300380,安硕信息,0,100,64,2,16.250,6872,6808
300381,溢多利,0,100,61,2,7.570,6874,6800
300382,斯莱克,0,100,200,2,5.530,6816,6730
300383,光环新网,0,100,822,2,12.800,6873,6836
300384,三联虹普,0,100,416,2,15.640,6869,6864
300385,雪浪环境,0,100,20,2,13.300,6807,6807
300386,飞天诚信,0,100,209,2,10.000,6872,6816
300387,富邦股份,0,100,100,2,5.810,6874,6815
300388,国祯环保,0,100,258,2,8.370,6873,6843
300389,艾比森,0,100,50,2,15.200,6831,6831
300390,天华超净,0,100,294,2,7.710,6870,6780
300391,康跃科技,0,100,46,2,8.950,6806,6758
300392,腾信股份,0,100,475,2,6.890,6816,6816
300393,中来股份,0,100,55,2,14.610,6810,6810
300394,天孚通信,0,100,203,2,25.300,6870,6789
300395,菲利华,0,100,101,2,14.490,6873,6872
300396,迪瑞医疗,0,100,114,2,12.190,6874,6804
300397,天和防务,0,100,100,2,9.310,6874,6809
300398,飞凯材料,0,100,192,2,16.220,6872,6690
300399,京天利,0,100,105,2,9.010,6815,6815
300400,劲拓股份,0,100,222,2,15.790,6870,6667
300401,花园生物,0,100,676,2,12.000,6870,6786
300402,宝色股份,0,100,43,2,7.760,6820,6739
300403,地尔汉宇,0,100,65,2,4.700,6873,6829
300404,博济医药,0,100,88,2,12.220,6873,6815
300405,科隆股份,0,100,50,2,7.220,6874,6811
300406,九强生物,0,100,65,2,9.290,6873,6816
300407,凯发电气,0,100,118,2,6.130,6873,6733
300408,三环集团,0,100,471,2,18.530,6867,6867
300409,道氏技术,0,100,443,2,11.400,6873,6858
300410,正业科技,0,100,36,2,18.520,6872,6787
300411,金盾股份,0,100,624,2,8.350,6816,6816
300412,迦南科技,0,100,142,2,6.900,6874,6779
300413,芒果超媒,0,100,126,2,31.470,6816,6767
300414,中光防雷,0,100,28,2,12.010,6873,6845
300415,伊之密,0,100,105,2,5.810,6814,6814
300416,苏试试验,0,100,26,2,16.480,6874,6782
300417,南华仪器,0,100,39,2,15.160,6873,6716
300418,昆仑万维,0,100,468,2,11.920,6837,6837
300419,浩丰科技,0,100,132,2,5.370,6815,6815
300420,五洋停车,0,100,184,2,4.730,6873,6813
300421,力星股份,0,100,40,2,12.060,6873,6865
300422,博世科,0,100,223,2,11.300,6873,6810
300423,鲁亿通,0,100,79,2,18.220,6872,6780
300424,航新科技,0,100,51,2,16.050,6873,6838
300425,环能科技,0,100,780,2,4.450,6874,6811
300426,唐德影视,0,100,249,2,6.950,6874,6816
300427,红相股份,0,100,67,2,10.280,6863,6863
300428,四通新材,0,100,58,2,8.750,6872,6801
300429,强力新材,0,100,28,2,26.760,6816,6767
300430,诚益通,0,100,53,2,7.540,6855,6809
300431,暴风集团,0,100,461,2,9.190,6822,6816
300432,富临精工,0,100,200,2,6.440,6816,6767
300433,蓝思科技,0,100,692,2,7.590,6856,6856
300434,金石东方,0,100,407,2,11.580,6873,6856
300435,中泰股份,0,100,10,2,8.910,6872,6839
300436,广生堂,0,100,71,2,29.110,6873,6810
300437,清水源,0,100,75,2,12.090,6874,6821
300438,鹏辉能源,0,100,92,2,15.290,6816,6816
300439,美康生物,0,100,87,2,13.400,6874,6801
300440,运达科技,0,100,95,2,5.180,6838,6838
300441,鲍斯股份,0,100,192,2,6.270,6867,6814
300442,普丽盛,0,100,22,2,13.300,6873,6765
300443,金雷风电,0,100,64,2,7.600,6873,6815
300444,双杰电气,0,100,525,2,7.440,6866,6866
300445,康斯特,0,100,35,2,9.710,6866,6860
300446,乐凯新材,0,100,30,2,13.760,6870,6809
300447,全信股份,0,100,88,2,9.200,6859,6859
300448,浩云科技,0,100,129,2,9.300,6872,6836
300449,汉邦高科,0,100,70,2,15.830,6863,6856
300450,先导智能,0,100,363,2,23.950,6872,6866
300451,创业软件,0,100,1191,2,19.950,6859,6859
300452,山河药辅,0,100,124,2,13.840,6872,6810
300453,三鑫医疗,0,100,39,2,8.590,6872,6811
300454,深信服,0,100,85,2,72.580,6874,6874
300455,康拓红外,0,100,176,2,6.080,6872,6740
300456,耐威科技,0,100,155,2,20.630,6873,6845
300457,赢合科技,0,100,51,2,24.240,6872,6829
300458,全志科技,0,100,308,2,20.170,6815,6815
300459,金科文化,0,100,163,2,6.330,6870,6814
300460,惠伦晶体,0,100,36,2,8.290,6816,6759
300461,田中精机,0,100,63,2,22.460,6808,6795
300462,华铭智能,0,100,186,2,13.250,6816,6816
300463,迈克生物,0,100,98,2,17.470,6873,6786
300464,星徽精密,0,100,240,2,7.570,6814,6814
300465,高伟达,0,100,217,2,6.090,6816,6754
300466,赛摩电气,0,100,187,2,6.290,6793,6793
300467,迅游科技,0,100,94,2,22.440,6873,6814
300468,四方精创,0,100,417,2,14.290,6816,6816
300469,信息发展,0,100,84,2,17.200,6814,6753
300470,日机密封,0,100,58,2,21.700,6869,6835
300471,厚普股份,0,100,333,2,5.180,6870,6803
300472,新元科技,0,100,42,2,13.500,6874,6802
300473,德尔股份,0,100,23,2,32.690,6873,6830
300474,景嘉微,0,100,84,2,37.300,6871,6788
300475,聚隆科技,0,100,41,2,7.920,6816,6754
300476,胜宏科技,0,100,331,2,13.050,6869,6816
300477,合纵科技,0,100,186,2,9.020,6856,6856
300478,杭州高新,0,100,88,2,17.700,6788,6773
300479,神思电子,0,100,73,2,11.710,6870,6738
300480,光力科技,0,100,47,2,9.270,6814,6778
300481,濮阳惠成,0,100,105,2,9.980,6872,6809
300482,万孚生物,0,100,55,2,29.290,6815,6815
300483,沃施股份,0,100,11,2,23.100,6816,6766
300484,蓝海华腾,0,100,151,2,9.940,6870,6808
300485,赛升药业,0,100,77,2,10.090,6844,6844
300486,东杰智能,0,100,58,2,12.250,6830,6830
300487,蓝晓科技,0,100,84,2,22.670,6815,6757
300488,恒锋工具,0,100,11,2,25.040,6874,6835
300489,中飞股份,0,100,54,2,12.010,6873,6754
300490,华自科技,0,100,145,2,9.480,6873,6873
300491,通合科技,0,100,167,2,14.050,6873,6816
300492,山鼎设计,0,100,63,2,19.260,6873,6814
300493,润欣科技,0,100,455,2,10.110,6816,6837
300494,盛天网络,0,100,66,2,9.210,6810,6810
300495,美尚生态,0,100,552,2,13.110,6870,6801
300496,中科创达,0,100,178,2,22.010,6815,6815
300497,富祥股份,0,100,70,2,15.650,6786,6786
300498,温氏股份,0,100,833,2,25.010,6871,6801
300499,高澜股份,0,100,55,2,12.980,6870,6803
300500,启迪设计,0,100,42,2,19.490,6873,6845
300501,海顺新材,0,100,163,2,17.940,6873,6804
300502,新易盛,0,100,241,2,18.250,6873,6814
300503,昊志机电,0,100,407,2,10.460,6873,6815
300504,天邑股份,0,100,186,2,21.730,6873,6811
300505,川金诺,0,100,57,2,20.810,6803,6803
300506,名家汇,0,100,90,2,14.960,6869,6843
300507,苏奥传感,0,100,41,2,18.450,6873,6804
300508,维宏股份,0,100,188,2,33.600,6869,6786
300509,新美星,0,100,96,2,11.810,6873,6816
300510,金冠股份,0,100,20,2,24.480,6837,6837
300511,雪榕生物,0,100,206,2,6.210,6867,6814
300512,中亚股份,0,100,43,2,11.830,6816,6755
300513,恒泰实达,0,100,50,2,21.220,6874,6811
300514,友讯达,0,100,674,2,13.820,6808,6808
300515,三德科技,0,100,211,2,8.250,6814,6814
300516,久之洋,0,100,9,2,27.400,6873,6713
300517,海波重科,0,100,89,2,12.180,6873,6873
300518,盛讯达,0,100,252,2,26.290,6816,6737
300519,新光药业,0,100,52,2,14.570,6814,6717
300520,科大国创,0,100,132,2,15.200,6874,6814
300521,爱司凯,0,100,61,2,8.540,6814,6710
300522,世名科技,0,100,127,2,18.160,6873,6814
300523,辰安科技,0,100,61,2,57.580,6873,6793
300525,博思软件,0,100,16,2,17.740,6816,6816
300526,中潜股份,0,100,86,2,10.730,6816,6816
300527,中国应急,0,100,692,2,7.010,6816,6816
300528,幸福蓝海,0,100,84,2,9.130,6873,6795
300529,健帆生物,0,100,118,2,44.680,6871,6789
300530,达志科技,0,100,7,2,30.810,6872,6810
300531,优博讯,0,100,265,2,15.770,6801,6711
300532,今天国际,0,100,202,2,9.620,6804,6712
300533,冰川网络,0,100,17,2,29.100,6816,6806
300534,陇神戎发,0,100,171,2,5.990,6873,6783
300535,达威股份,0,100,58,2,14.040,6873,6810
300536,农尚环境,0,100,45,2,8.420,6814,6814
300537,广信材料,0,100,68,2,8.530,6874,6824
300538,同益股份,0,100,242,2,24.920,6873,6808
300539,横河模具,0,100,63,2,7.420,6873,6718
300540,深冷股份,0,100,94,2,11.580,6874,6815
300541,先进数通,0,100,219,2,13.580,6803,6803
300542,新晨科技,0,100,154,2,14.320,6873,6786
300543,朗科智能,0,100,92,2,14.120,6815,6716
300545,联得装备,0,100,86,2,17.150,6871,6767
300546,雄帝科技,0,100,57,2,21.180,6874,6717
300547,川环科技,0,100,68,2,17.180,6870,6862
300548,博创科技,0,100,51,2,35.950,6809,6701
300549,优德精密,0,100,31,2,11.270,6856,6856
300550,和仁科技,0,100,90,2,42.170,6816,6816
300551,古鳌科技,0,100,101,2,11.930,6856,6856
300552,万集科技,0,100,217,2,16.610,6866,6866
300553,集智股份,0,100,12,2,29.900,6873,6718
300554,三超新材,0,100,119,2,18.620,6874,6803
300555,路通视信,0,100,91,2,7.200,6856,6816
300556,丝路视觉,0,100,105,2,16.060,6874,6710
300557,理工光科,0,100,14,2,21.770,6874,6804
300558,贝达药业,0,100,103,2,31.700,6872,6810
300559,佳发教育,0,100,46,2,37.000,6814,6814
300560,中富通,0,100,77,2,15.590,6874,6803
300561,汇金科技,0,100,283,2,14.810,6811,6811
300562,乐心医疗,0,100,70,2,10.700,6873,6807
300563,神宇股份,0,100,49,2,22.210,6872,6676
300565,科信技术,0,100,88,2,10.880,6872,6813
300566,激智科技,0,100,28,2,14.660,6873,6810
300567,精测电子,0,100,56,2,56.230,6873,6781
300568,星源材质,0,100,248,2,20.800,6872,6856
300569,天能重工,0,100,56,2,11.220,6874,6803
300570,太辰光,0,100,148,2,15.310,6803,6803
300571,平治信息,0,100,193,2,41.290,6815,6815
300572,安车检测,0,100,16,2,42.000,6873,6739
300573,兴齐眼药,0,100,17,2,14.670,6814,6814
300575,中旗股份,0,100,28,2,36.240,6869,6699
300576,容大感光,0,100,144,2,14.040,6869,6733
300577,开润股份,0,100,23,2,31.950,6827,6827
300578,会畅通讯,0,100,436,2,16.700,6816,6780
300579,数字认证,0,100,42,2,20.790,6873,6814
300580,贝斯特,0,100,98,2,13.450,6874,6738
300581,晨曦航空,0,100,197,2,12.910,6809,6809
300582,英飞特,0,100,50,2,9.400,6873,6813
300583,赛托生物,0,100,34,2,32.990,6870,6807
300584,海辰药业,0,100,76,2,21.660,6872,6786
300585,奥联电子,0,100,81,2,8.620,6873,6814
300586,美联新材,0,100,690,2,12.260,6816,6816
300587,天铁股份,0,100,77,2,15.110,6813,6813
300588,熙菱信息,0,100,144,2,9.780,6817,6789
300589,江龙船艇,0,100,301,2,11.350,6872,6814
300590,移为通信,0,100,127,2,19.840,6803,6667
300591,万里马,0,100,56,2,5.470,6802,6802
300592,华凯创意,0,100,87,2,8.940,6845,6845
300593,新雷能,0,100,43,2,14.230,6789,6789
300595,欧普康视,0,100,108,2,38.500,6873,6711
300596,利安隆,0,100,60,2,24.720,6810,6733
300597,吉大通信,0,100,91,2,11.990,6873,6754
300598,诚迈科技,0,100,240,2,21.980,6815,6731
300599,雄塑科技,0,100,69,2,9.710,6872,6811
300600,瑞特股份,0,100,56,2,17.040,6836,6836
300601,康泰生物,0,100,296,2,36.410,6856,6856
300602,飞荣达,0,100,106,2,36.190,6872,6775
300603,立昂技术,0,100,59,2,21.590,6855,6815
300604,长川科技,0,100,183,2,31.660,6807,6754
300605,恒锋信息,0,100,47,2,15.220,6855,6754
300606,金太阳,0,100,154,2,14.980,6873,6794
300607,拓斯达,0,100,75,2,30.330,6873,6738
300608,思特奇,0,100,31,2,15.540,6862,6807
300609,汇纳科技,0,100,32,2,21.970,6865,6865
300610,晨化股份,0,100,111,2,10.870,6873,6767
300611,美力科技,0,100,58,2,8.640,6874,6814
300612,宣亚国际,0,100,186,2,14.630,6873,6794
300613,富瀚微,0,100,19,2,85.230,6855,6727
300615,欣天科技,0,100,164,2,14.710,6870,6814
300616,尚品宅配,0,100,23,2,66.280,6873,6860
300617,安靠智电,0,100,34,2,18.960,6872,6814
300618,寒锐钴业,0,100,230,2,80.900,6874,6663
300619,金银河,0,100,25,2,23.140,6816,6737
300620,光库科技,0,100,47,2,37.700,6872,6822
300621,维业股份,0,100,82,2,9.430,6816,6816
300622,博士眼镜,0,100,35,2,16.030,6873,6750
300623,捷捷微电,0,100,148,2,22.900,6873,6796
300624,万兴科技,0,100,95,2,56.140,6870,6796
300625,三雄极光,0,100,50,2,13.320,6816,6816
300626,华瑞股份,0,100,203,2,9.990,6807,6722
300627,华测导航,0,100,92,2,15.600,6874,6793
300628,亿联网络,0,100,68,2,64.800,6874,6796
300629,新劲刚,0,100,45,2,16.490,6873,6816
300630,普利制药,0,100,40,2,50.920,6874,6806
300631,久吾高科,0,100,62,2,15.450,6872,6814
300632,光莆股份,0,100,79,2,12.040,6871,6807
300633,开立医疗,0,100,50,2,25.950,6870,6708
300634,彩讯股份,0,100,125,2,24.100,6873,6814
300635,达安股份,0,100,140,2,11.420,6874,6807
300636,同和药业,0,100,14,2,16.940,6873,6781
300637,扬帆新材,0,100,103,2,21.200,6870,6773
300638,广和通,0,100,111,2,22.980,6862,6793
300639,凯普生物,0,100,47,2,14.410,6872,6824
300640,德艺文创,0,100,141,2,9.570,6869,6814
300641,正丹股份,0,100,108,2,4.880,6874,6792
300642,透景生命,0,100,75,2,45.720,6865,6811
300643,万通智控,0,100,123,2,8.190,6874,6804
300644,南京聚隆,0,100,110,2,30.870,6869,6816
300645,正元智慧,0,100,20,2,29.770,6873,6724
300647,超频三,0,100,356,2,15.970,6870,6836
300648,星云股份,0,100,95,2,15.090,6874,6754
300649,杭州园林,0,100,83,2,22.060,6804,6746
300650,太龙照明,0,100,53,2,13.850,6873,6808
300651,金陵体育,0,100,27,2,39.300,6813,6709
300652,雷迪克,0,100,23,2,18.620,6870,6816
300653,正海生物,0,100,65,2,47.600,6867,6716
300654,世纪天鸿,0,100,84,2,11.970,6870,6842
300655,晶瑞股份,0,100,122,2,13.590,6871,6870
300656,民德电子,0,100,40,2,19.700,6874,6816
300657,弘信电子,0,100,41,2,27.480,6810,6810
300658,延江股份,0,100,81,2,11.400,6873,6726
300659,中孚信息,0,100,116,2,16.210,6858,6858
300660,江苏雷利,0,100,34,2,18.070,6874,6815
300661,圣邦股份,0,100,52,2,65.670,6874,6817
300662,科锐国际,0,100,52,2,24.280,6871,6778
300663,科蓝软件,0,100,177,2,14.150,6816,6816
300664,鹏鹞环保,0,100,114,2,11.880,6814,6814
300665,飞鹿股份,0,100,115,2,9.650,6873,6814
300666,江丰电子,0,100,166,2,42.290,6874,6816
300667,必创科技,0,100,245,2,27.900,6792,6792
300668,杰恩设计,0,100,552,2,21.140,6871,6807
300669,沪宁股份,0,100,16,2,17.170,6814,6753
300670,大烨智能,0,100,982,2,18.140,6873,6759
300671,富满电子,0,100,229,2,19.370,6873,6764
300672,国科微,0,100,55,2,40.650,6816,6766
300673,佩蒂股份,0,100,52,2,41.350,6869,6844
300675,建科院,0,100,68,2,20.120,6858,6773
300676,华大基因,0,100,402,2,52.200,6874,6838
300677,英科医疗,0,100,175,2,15.490,6809,6781
300678,中科信息,0,100,131,2,18.080,6873,6793
300679,电连技术,0,100,66,2,21.910,6873,6785
300680,隆盛科技,0,100,76,2,17.000,6830,6804
300681,英搏尔,0,100,28,2,40.500,6874,6703
300682,朗新科技,0,100,38,2,12.720,6874,6865
300683,海特生物,0,100,88,2,29.020,6831,6793
300684,中石科技,0,100,162,2,31.190,6823,6820
300685,艾德生物,0,100,50,2,44.040,6787,6787
300686,智动力,0,100,313,2,11.550,6815,6789
300687,赛意信息,0,100,172,2,18.140,6874,6793
300688,创业黑马,0,100,71,2,34.270,6815,6815
