secID,intoDate,secShortName,ticker,consID,consShortName,consTickerSymbol,consExchangeCD,outDate,isNew
399967.ZICN,20161228,中证军工,399967,002519.XSHE,银河电子,002519,XSHE,20170612,0
399967.ZICN,20161228,中证军工,399967,000748.XSHE,长城信息,000748,XSHE,20170118,0
399967.ZICN,20161228,中证军工,399967,000738.XSHE,航发控制,000738,XSHE,,1
399967.ZICN,20161228,中证军工,399967,002179.XSHE,中航光电,002179,XSHE,,1
399967.ZICN,20161228,中证军工,399967,002214.XSHE,大立科技,002214,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,002465.XSHE,海格通信,002465,XSHE,,1
399967.ZICN,20161228,中证军工,399967,601989.XSHG,中国重工,601989,XSHG,,1
399967.ZICN,20161228,中证军工,399967,000768.XSHE,中航飞机,000768,XSHE,,1
399967.ZICN,20161228,中证军工,399967,600184.XSHG,光电股份,600184,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,002049.XSHE,紫光国微,002049,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,300114.XSHE,中航电测,300114,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,600038.XSHG,中直股份,600038,XSHG,,1
399967.ZICN,20161228,中证军工,399967,002253.XSHE,川大智胜,002253,XSHE,20170612,0
399967.ZICN,20161228,中证军工,399967,000801.XSHE,四川九洲,000801,XSHE,20171211,0
399967.ZICN,20161228,中证军工,399967,300053.XSHE,欧比特,300053,XSHE,20190617,0
399967.ZICN,20161228,中证军工,399967,002338.XSHE,奥普光电,002338,XSHE,20171211,0
399967.ZICN,20161228,中证军工,399967,300474.XSHE,景嘉微,300474,XSHE,,1
399967.ZICN,20161228,中证军工,399967,600855.XSHG,航天长峰,600855,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,300324.XSHE,旋极信息,300324,XSHE,20170612,0
399967.ZICN,20161228,中证军工,399967,600523.XSHG,贵航股份,600523,XSHG,20170612,0
399967.ZICN,20161228,中证军工,399967,300034.XSHE,钢研高纳,300034,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,600343.XSHG,航天动力,600343,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,600893.XSHG,航发动力,600893,XSHG,,1
399967.ZICN,20161228,中证军工,399967,600435.XSHG,北方导航,600435,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,600879.XSHG,航天电子,600879,XSHG,,1
399967.ZICN,20161228,中证军工,399967,603678.XSHG,火炬电子,603678,XSHG,,1
399967.ZICN,20161228,中证军工,399967,300447.XSHE,全信股份,300447,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,002268.XSHE,卫士通,002268,XSHE,,1
399967.ZICN,20161228,中证军工,399967,300252.XSHE,金信诺,300252,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,002260.XSHE,*ST德奥,002260,XSHE,20171211,0
399967.ZICN,20161228,中证军工,399967,600562.XSHG,国睿科技,600562,XSHG,,1
399967.ZICN,20161228,中证军工,399967,600118.XSHG,中国卫星,600118,XSHG,,1
399967.ZICN,20161228,中证军工,399967,600372.XSHG,中航电子,600372,XSHG,,1
399967.ZICN,20161228,中证军工,399967,600967.XSHG,内蒙一机,600967,XSHG,,1
399967.ZICN,20161228,中证军工,399967,000519.XSHE,中兵红箭,000519,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,600765.XSHG,中航重机,600765,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,300008.XSHE,天海防务,300008,XSHE,20171211,0
399967.ZICN,20161228,中证军工,399967,002111.XSHE,威海广泰,002111,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,300101.XSHE,振芯科技,300101,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,300159.XSHE,新研股份,300159,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,002151.XSHE,北斗星通,002151,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,300123.XSHE,亚光科技,300123,XSHE,,1
399967.ZICN,20161228,中证军工,399967,600391.XSHG,航发科技,600391,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,002544.XSHE,杰赛科技,002544,XSHE,,1
399967.ZICN,20161228,中证军工,399967,000547.XSHE,航天发展,000547,XSHE,,1
399967.ZICN,20161228,中证军工,399967,300177.XSHE,中海达,300177,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,600990.XSHG,四创电子,600990,XSHG,,1
399967.ZICN,20161228,中证军工,399967,300065.XSHE,海兰信,300065,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,002025.XSHE,航天电器,002025,XSHE,,1
399967.ZICN,20161228,中证军工,399967,600677.XSHG,*ST航通,600677,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,002023.XSHE,海特高新,002023,XSHE,20191216,0
399967.ZICN,20161228,中证军工,399967,002414.XSHE,高德红外,002414,XSHE,,1
399967.ZICN,20161228,中证军工,399967,300354.XSHE,东华测试,300354,XSHE,20171211,0
399967.ZICN,20161228,中证军工,399967,600150.XSHG,中国船舶,600150,XSHG,20171211,0
399967.ZICN,20161228,中证军工,399967,002413.XSHE,雷科防务,002413,XSHE,,1
399967.ZICN,20161228,中证军工,399967,000901.XSHE,航天科技,000901,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,600480.XSHG,凌云股份,600480,XSHG,20171211,0
399967.ZICN,20161228,中证军工,399967,002013.XSHE,中航机电,002013,XSHE,,1
399967.ZICN,20161228,中证军工,399967,600151.XSHG,航天机电,600151,XSHG,20181217,0
399967.ZICN,20161228,中证军工,399967,000733.XSHE,振华科技,000733,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,000561.XSHE,烽火电子,000561,XSHE,20181217,0
399967.ZICN,20161228,中证军工,399967,600316.XSHG,洪都航空,600316,XSHG,20180611,0
399967.ZICN,20161228,中证军工,399967,600685.XSHG,中船防务,600685,XSHG,,1
399967.ZICN,20161228,中证军工,399967,002368.XSHE,太极股份,002368,XSHE,20190617,0
399967.ZICN,20161228,中证军工,399967,300045.XSHE,华力创通,300045,XSHE,20180611,0
399967.ZICN,20161228,中证军工,399967,600501.XSHG,航天晨光,600501,XSHG,20170612,0
399967.ZICN,20170612,中证军工,399967,000687.XSHE,*ST华讯,000687,XSHE,20171211,0
399967.ZICN,20170612,中证军工,399967,300424.XSHE,航新科技,300424,XSHE,,1
