secID,intoDate,secShortName,ticker,consID,consShortName,consTickerSymbol,consExchangeCD,outDate,isNew
000852.ZICN,20141017,中证1000,000852,000007.XSHE,全新好,000007,XSHE,20151214,0
000852.ZICN,20141017,中证1000,000852,000008.XSHE,神州高铁,000008,XSHE,20160613,0
000852.ZICN,20141017,中证1000,000852,000010.XSHE,*ST美丽,000010,XSHE,20180611,0
000852.ZICN,20141017,中证1000,000852,000011.XSHE,深物业A,000011,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000014.XSHE,沙河股份,000014,XSHE,20171211,0
000852.ZICN,20141017,中证1000,000852,000016.XSHE,深康佳A,000016,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000026.XSHE,飞亚达A,000026,XSHE,20151214,0
000852.ZICN,20141017,中证1000,000852,000029.XSHE,深深房A,000029,XSHE,20180611,0
000852.ZICN,20141017,中证1000,000852,000032.XSHE,深桑达A,000032,XSHE,20141215,0
000852.ZICN,20141017,中证1000,000852,000036.XSHE,华联控股,000036,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000043.XSHE,中航善达,000043,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000048.XSHE,*ST康达,000048,XSHE,20141215,0
000852.ZICN,20141017,中证1000,000852,000055.XSHE,方大集团,000055,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000058.XSHE,深赛格,000058,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000059.XSHE,华锦股份,000059,XSHE,20150615,0
000852.ZICN,20141017,中证1000,000852,000062.XSHE,深圳华强,000062,XSHE,20141215,0
000852.ZICN,20141017,中证1000,000852,000068.XSHE,华控赛格,000068,XSHE,20141215,0
000852.ZICN,20141017,中证1000,000852,000070.XSHE,特发信息,000070,XSHE,20150615,0
000852.ZICN,20141017,中证1000,000852,000096.XSHE,广聚能源,000096,XSHE,20170612,0
000852.ZICN,20141017,中证1000,000852,000153.XSHE,丰原药业,000153,XSHE,20161212,0
000852.ZICN,20141017,中证1000,000852,000158.XSHE,常山北明,000158,XSHE,20160613,0
000852.ZICN,20141017,中证1000,000852,000159.XSHE,国际实业,000159,XSHE,20180611,0
000852.ZICN,20141017,中证1000,000852,000301.XSHE,东方盛虹,000301,XSHE,20161212,0
000852.ZICN,20141017,中证1000,000852,000404.XSHE,长虹华意,000404,XSHE,20190617,0
000852.ZICN,20141017,中证1000,000852,000407.XSHE,胜利股份,000407,XSHE,,1
000852.ZICN,20141017,中证1000,000852,000410.XSHE,沈阳机床,000410,XSHE,20170612,0
000852.ZICN,20141017,中证1000,000852,000416.XSHE,民生控股,000416,XSHE,20181217,0
000852.ZICN,20141017,中证1000,000852,000419.XSHE,通程控股,000419,XSHE,20171211,0
